keydevid,companyid,companyname,keydeveventtypeid,announcedate,gvkey
640281267,207170588,"Vivint Solar, Inc.",25,20191012,021626
640291968,21609,Mallinckrodt LLC,25,20190930,006096
640291968,232036063,Mallinckrodt plc,25,20190930,018086
640291968,569765050,SpecGx LLC,25,20190930,
640291997,29199209,"Marrone Bio Innovations, Inc.",25,20191011,018270
640328349,139677,Johnson & Johnson,25,20191001,006266
640328349,26203487,"Janssen Pharmaceuticals, Inc.",25,20191001,
640328357,32052,"NetApp, Inc.",25,20191009,061591
640531880,608347723,Ruhnn Holding Limited,25,20191014,034916
640542245,20376936,UPL Limited,25,20191014,260322
640542245,254287707,"AgroFresh Solutions, Inc.",25,20191014,019525
640550664,42598313,"Inovalon Holdings, Inc.",25,20190220,022708
640562498,313266,"Werner Enterprises, Inc.",25,20191011,012266
640574652,54166938,"Anhui Jinhe Industrial Co., Ltd.",25,20191015,298166
640601274,675577,"Overstock.com, Inc.",25,20191015,147868
640601577,432145425,"212 Technologies, LLC",25,20191015,
640601577,432605411,Sharing Services Global Corporation,25,20191015,034404
640631284,8058784,U.S. Department of Health & Human Services,25,20191015,
640631284,8163427,Centers for Medicare & Medicaid Services,25,20191015,
640660659,21754891,RealD Inc.,25,20191015,184673
640682786,258332,Cambrex Corporation,25,20191015,013839
640794899,27792717,"ImmunoCellular Therapeutics, Ltd.",25,20191016,175013
640797906,69087379,Cobalt 27 Capital Corp.,25,20191016,293678
640828735,1006652,Colonial First State Investments Limited,25,20191017,
640832214,326919385,Mg Responsible Entity Limited,25,20191016,
640843277,399462,"Skechers U.S.A., Inc.",25,20191017,121142
640875872,249061912,The Chemours Company,25,20191017,022741
640892102,2535412,"Presidio, Inc.",25,20191017,185894
640996179,332752,"ADTRAN, Inc.",25,20191018,030576
640996465,269488,Valaris plc,25,20191017,002270
641025480,874110,Bank Polska Kasa Opieki S.A.,25,20191017,220161
641025556,37407537,"Broadridge Corporate Issuer Solutions, Inc.",25,20191017,
641025556,409252954,"Gadsden Properties, Inc.",25,20191017,
641025681,37213076,Stamford Property Services Pty Ltd,25,20191018,
641032710,424838336,Macusani Yellowcake S.A.C.,25,20191017,
641041704,145580209,Dalas Biotech Limited,25,20191018,
641043785,288255,"Iconix Brand Group, Inc.",25,20191018,020204
641043953,28071,Endo International plc,25,20191018,063645
641043953,252872298,Endo Health Solutions Inc.,25,20191018,
641046705,308402,3D Systems Corporation,25,20191018,014898
641056224,30984844,Fitters Engineering Services Sdn. Bhd.,25,20191017,
641094036,23873120,Select Medical Holdings Corporation,25,20191018,174236
641107034,264413492,"SmileDirectClub, Inc.",25,20191018,035602
641109284,9287245,Seacera Group Berhad,25,20191017,252999
641251292,207170588,"Vivint Solar, Inc.",25,20191019,021626
641252302,308047,Teva Pharmaceutical Industries Limited,25,20191021,014538
641252302,5497975,LEO Pharma A/S,25,20191021,
641252302,6511914,VYNE Therapeutics Inc.,25,20191021,021522
641252698,308047,Teva Pharmaceutical Industries Limited,25,20191021,014538
641253043,378060,"Rockwell Medical, Inc.",25,20191021,066366
641254563,137414956,"Domo, Inc.",25,20191021,033603
641288149,24982544,State of New Jersey,25,20191021,
641288149,243554779,New Jersey Division of Consumer Affairs,25,20191021,
641288532,881573,Cash Converters International Limited,25,20191020,248815
641288597,114976363,Patients Mutual Assistance Collective Corporation,25,20191021,
641294488,578134665,Farfetch Limited,25,20191021,034029
641295538,3133890,"Caesars Entertainment, Inc.",25,20191021,
641320550,607590426,Cash Converters (Edmonton) Limited,25,20191021,
641321583,24809,AmerisourceBergen Corporation,25,20191021,031673
641321583,172207,"Cardinal Health, Inc.",25,20191021,002751
641321583,288195,McKesson Corporation,25,20191021,007171
641321840,1027055,"Verisk Analytics, Inc.",25,20191021,180652
641321840,7732784,"Xactware Solutions, Inc.",25,20191021,
641322137,253241,Bank of Hawaii Corporation,25,20191021,002005
641322312,276172365,"Babcock & Wilcox Enterprises, Inc.",25,20191021,023865
641326320,9050358,Gujarat State Petroleum Corporation Limited,25,20191020,
641326320,12174523,Oilex Ltd,25,20191020,259070
641412643,1054902,Pareteum Corporation,25,20191022,108348
641413530,346742204,"AngioSoma, Inc.",25,20191022,027582
641415449,27349349,Ucore Rare Metals Inc.,25,20191023,166504
641460812,228405976,"Oasis Power, LLC",25,20191023,
641463689,427445,"Impinj, Inc.",25,20191017,027387
641469489,99360615,SharkNinja Operating LLC,25,20191015,
641471315,398006,Infosys Limited,25,20191023,211009
641550234,40848288,Myer Holdings Limited,25,20191024,293130
641638841,4099696,Oregon Health & Science University,25,20191024,
641672628,540389942,"Patrick K. Willis Company, Inc.",25,20191024,
641673123,544315,iRobot Corporation,25,20191024,164416
641673890,46240937,"Zendesk, Inc.",25,20191025,020229
641675505,28395,Fairchild Semiconductor International Inc.,25,20191024,065643
641675505,33163,"Power Integrations, Inc.",25,20191024,066032
641675505,411950,ON Semiconductor Corporation,25,20191024,134932
641675870,116975693,"Third Coast Midstream, LLC",25,20191024,
641684421,35650772,"Zynerba Pharmaceuticals, Inc.",25,20191024,025128
641743837,27349349,Ucore Rare Metals Inc.,25,20191021,166504
641763537,1054902,Pareteum Corporation,25,20191025,108348
641823275,606891472,PetroNor E&P Limited,25,20191025,333560
641823714,242323891,Rex International Holding Limited,25,20191025,315872
641840582,8100373,Multi-Usage Holdings Berhad,25,20191021,206891
641908271,139813,PG&E Corporation,25,20191027,008264
641915620,880128,Bezeq The Israel Telecommunication Corporation Limited,25,20191028,222070
641931679,273276,"Forest Laboratories, LLC",25,20191028,004843
641931679,24937657,Forest Laboratories Holdings Limited,25,20191028,
641933448,4263593,The Personal Insurance Company,25,20191028,
641970184,285426507,"SweeGen, Inc.",25,20191028,020776
641986824,23298096,BT Funds Management Limited,25,20191028,
641986824,32365227,Westpac Securities Administration Limited,25,20191028,
641993166,9205420,Welspun India Limited,25,20191029,255754
641997343,22654190,Skanska Talonrakennus Oy,25,20191028,
642027517,380075,Taiwan Semiconductor Manufacturing Company Limited,25,20191028,201395
642027517,237245858,GLOBALFOUNDRIES Inc.,25,20191028,
642037873,874752,Hitachi Kokusai Electric Inc.,25,20191029,100270
642054691,301580992,"Ollie's Bargain Outlet Holdings, Inc.",25,20191028,024076
642055226,26879202,Realogy Holdings Corp.,25,20191029,174022
642056342,3136719,"Exelon Generation Company, LLC",25,20191029,156418
642095916,13651171,PolyMet Mining Inc.,25,20191029,
642099216,202608833,Emerita Resources Corp.,25,20191029,
642124044,113922672,Uniti Group Inc.,25,20191029,023077
642131137,542726761,"JUUL Labs, Inc.",25,20191029,
642138352,339447,"Henry Schein, Inc.",25,20191021,061494
642138434,355279,"Match Group, Inc.",25,20191029,026061
642138434,312795578,"Match Group Holdings II, LLC",25,20191029,026381
642213227,47899619,OncoSec Medical Incorporated,25,20191030,182023
642216201,309666812,"Bittrex, INC",25,20191030,
642219015,241432293,"GPB Holdings, LP",25,20191029,
642219015,241556747,"GPB Automotive Portfolio, LP",25,20191029,
642219015,241659173,"GPB Holdings Qualified, LP",25,20191029,
642219015,245556208,"GPB Capital Holdings, LLC",25,20191029,
642219015,292800795,"GPB Holdings II, LP",25,20191029,
642219015,310125059,GPB Cold Storage LP,25,20191029,
642219015,339068158,"Gpb Nyc Development, LP",25,20191029,
642219015,382279112,"Gpb Waste Management Fund, Lp",25,20191029,
642219015,550944004,"GPB Holdings III, LP",25,20191029,
642223099,337454005,ProPetro Holding Corp.,25,20191030,030145
642304939,410386008,"Bodor Laboratories, Inc.",25,20191030,
642336474,3608705,"LG Chem, Ltd.",25,20191031,245036
642427212,7982136,CR&R Incorporated,25,20191030,
642428856,35962803,"Twitter, Inc.",25,20191031,018872
642436375,165214,Health Care Service Corporation,25,20191031,
642436375,6461959,"MCG Health, Inc.",25,20191031,
642446048,1855941,Cervejarias Kaiser Brasil S/A,25,20191031,
642446344,687130,Sanofi,25,20191031,101204
642478679,1270181,United Industries Corporation,25,20191101,148354
642487600,45248855,Belgravia Hartford Capital Inc.,25,20191101,184045
642537889,382724,Sealed Air Corporation,25,20191101,009555
642537898,105612,Raytheon Company,25,20191101,008972
642537911,360935,Abeona Therapeutics Inc.,25,20191101,012713
642537925,264413492,"SmileDirectClub, Inc.",25,20191101,035602
642538466,9458685,TransPerfect Translations International Inc.,25,20191101,
642544447,33493,QUALCOMM Incorporated,25,20191102,024800
642545541,424743577,Vordere PLC,25,20191031,320772
642547683,5512625,Almaden Minerals Ltd.,25,20191030,022570
642548003,878598,TVS Motor Company Limited,25,20191031,223084
642548003,32669680,Bajaj Auto Limited,25,20191031,288931
642550666,27349349,Ucore Rare Metals Inc.,25,20191101,166504
642551634,292200699,"Khan Co.,Ltd.",25,20191030,
642583037,30660066,"Pioneer Bancorp, Inc.",25,20191101,034939
642586927,115373285,Karyopharm Therapeutics Inc.,25,20191024,018930
642587042,7770307,Nexia Health Technologies Inc.,25,20191025,165121
642587187,285847473,Gate Ventures PLC,25,20191101,319362
642587203,30993690,OSK Capital Sdn Bhd,25,20191031,
642587333,2404915,Daiwa Capital Markets Europe Limited,25,20191030,
642602100,312932093,Google LLC,25,20191024,
642614345,432220968,Sundial Growers Inc.,25,20191030,035430
642710853,527762,Cadence Bancorporation,25,20191102,
642763762,271549539,elumeo SE,25,20191022,320039
642780924,12736129,"Hornbeck Offshore Services, LLC",25,20191023,
642780924,23828480,"VT Halter Marine, Inc.",25,20191023,
642785347,106629443,SMI International Cinemas Limited,25,20191029,
642829317,30049476,RavenQuest BioMed Inc.,25,20191103,015118
642953938,336241,Capital One Financial Corporation,25,20191105,030990
642954699,28543927,Bloom Energy Corporation,25,20191104,033668
642955625,9831178,B Communications Ltd,25,20191104,178741
642992402,260926796,"Axonics Modulation Technologies, Inc.",25,20191105,034342
643006233,73482586,"Shenzhen Senior Technology Material Co., Ltd.",25,20191105,322956
643026995,31007,Maxar Technologies Inc.,25,20191105,137609
643094520,252588,AZZ Inc.,25,20191106,001926
643193172,302280300,"Black Knight, Inc.",25,20191106,180272
643200343,645715,"NN, Inc.",25,20191106,029894
643203528,8740684,"Under Armour, Inc.",25,20191106,165052
643214976,172001617,"Primeritus Financial Services, Inc.",25,20191106,
643284661,590925300,UP Fintech Holding Limited,25,20191106,034863
643288775,29002,"Gilead Sciences, Inc.",25,20191107,024856
643288775,22613423,Gilead Sciences Ireland UC,25,20191107,
643291961,532823304,BIGG Digital Assets Inc.,25,20191107,032812
643318546,126752707,"Sky Solar Holdings, Ltd.",25,20191107,021814
643320319,2869677,Export Development Canada,25,20191107,163231
643323521,608958624,SciPlay Corporation,25,20191107,035055
643326357,6514212,Home Trust Company,25,20191107,
643327723,4593409,United Behavioral Health,25,20191107,
643376807,126362,"Quad/Graphics, Inc.",25,20191108,184748
643424014,8087440,MESB Berhad,25,20191106,205117
643504939,540151427,"Resideo Technologies, Inc.",25,20191109,034053
643505955,30741,"Tandy Leather Factory, Inc.",25,20191108,028675
643505958,25915841,"ViewRay, Inc.",25,20191108,023106
643506301,595071570,"Covetrus, Inc.",25,20191108,034765
643506650,1004106,Aramark,25,20191108,186858
643506677,36478,Allergan plc,25,20191108,027845
643507052,6981979,New Delhi Television Limited,25,20191108,270507
643507052,33178484,NDTV Convergence Limited,25,20191108,
643507055,34262318,IEV Group Sdn Bhd,25,20191107,
643508763,25130687,Dhanada Corporation Limited,25,20191108,311721
643508784,216128593,Triyards Holdings Limited,25,20191108,313827
643510074,9287245,Seacera Group Berhad,25,20191107,252999
643510452,207170588,"Vivint Solar, Inc.",25,20191107,021626
643525771,262357520,"Majorca Group, Ltd.",25,20191108,
643525777,23127248,Intellipharmaceutics International Inc.,25,20191107,183739
643525959,105318,Next Digital Limited,25,20191108,208391
643536507,249061912,The Chemours Company,25,20191107,022741
643632012,4480995,Burwill Holdings Limited,25,20191104,200875
643633929,305519167,Top Builders Capital Berhad,25,20191101,320140
643633940,26921982,Serijaya Industri Sdn Bhd,25,20191101,
643636402,45534830,"Eventbrite, Inc.",25,20191105,034076
643636404,53307868,Canada Goose Holdings Inc.,25,20191104,030560
643638156,528886,Jubii Europe N.V.,25,20191105,235677
643703531,224595724,"electroCore, Inc.",25,20191110,033614
643703536,264413492,"SmileDirectClub, Inc.",25,20191109,035602
643709190,386973,United Community Financial Corp.,25,20191108,112410
643711428,35962803,"Twitter, Inc.",25,20191109,018872
643763622,693629,Nuvo Pharmaceuticals Inc.,25,20191111,106179
643779469,98889,"Alliant Insurance Services, Inc.",25,20191111,
643781355,48852476,"TrueCar, Inc.",25,20191111,020540
643810846,4470863,"Portfolio Recovery Associates, LLC",25,20191111,
643864307,22928025,APO Cement Corporation,25,20191112,
643864307,328161097,"CEMEX Holdings Philippines, Inc.",25,20191112,321914
643935005,114215335,Chinacache Network Technology (beijing) Ltd.,25,20191112,
644043910,607116512,Yunji Inc.,25,20191113,035007
644044238,286573939,"Neurocore, LLC",25,20191112,
644047269,571273858,"Orchid Ventures, Inc.",25,20191112,
644071206,33690,"Craft Brew Alliance, Inc.",25,20191112,061192
644076023,23697721,"Daiichi Sankyo Company, Limited",25,20191112,100336
644118507,98185698,"Slack Technologies, Inc.",25,20191113,035133
644141945,607116512,Yunji Inc.,25,20191113,035007
644159445,33067,"Plantronics, Inc.",25,20191114,008633
644172485,876551,Royal Mail plc,25,20191113,316264
644203288,245556208,"GPB Capital Holdings, LLC",25,20191113,
644282610,540151427,"Resideo Technologies, Inc.",25,20191115,034053
644296762,113922672,Uniti Group Inc.,25,20191114,023077
644325889,6184168,Just Energy Group Inc.,25,20191112,143403
644379102,534715874,Olisol Petroleum Limited,25,20191115,
644519977,384488450,Waitr Holdings Inc.,25,20191111,034439
644531111,874318,Dead Sea Works Ltd.,25,20191112,220200
644531111,5490419,Rotem Amfert Negev Ltd.,25,20191112,
644531111,5534216,Bromine Compounds Ltd.,25,20191112,
644531120,30506,KEMET Corporation,25,20191112,025848
644531120,4163680,KEMET Electronics Corporation,25,20191112,
644531122,875297,Centrais Elétricas Brasileiras S.A. - Eletrobrás,25,20191112,201792
644544381,271964,"Glacier Bancorp, Inc.",25,20191112,016832
644544381,21793577,State Bank Corp.,25,20191112,163581
644544527,285544,"L Brands, Inc.",25,20191112,006733
644544938,8057882,Lipocine Inc.,25,20191115,018424
644544965,328489454,APFT Aviation Sdn. Bhd.,25,20191112,
644544977,6245251,REC Silicon ASA,25,20191115,277426
644544977,49547584,"JinkoSolar Holding Co., Ltd.",25,20191115,184182
644544977,382859664,"LERRI Solar Technology Co., Ltd.",25,20191115,
644552048,400346,"USA Technologies, Inc.",25,20191115,062213
644553292,309250887,"Armstrong Flooring, Inc.",25,20191116,026343
644553301,337454005,ProPetro Holding Corp.,25,20191116,030145
644553319,29096,Alphabet Inc.,25,20191113,160329
644553319,24603346,"YouTube, LLC",25,20191113,
644568514,54881113,Yichang Xinshougang Property Development Company Limited,25,20191112,
644568542,5775100,SRE Group Limited,25,20191114,252218
644570036,39396531,WZ Satu Berhad,25,20191112,299296
644610155,1431883,Southern California Edison,25,20191113,014912
644627988,112876324,Cinda International Securities Ltd.,25,20191114,
644639133,875838,Pengrowth Energy Corporation,25,20191115,020683
644699123,272485300,Aurora Cannabis Inc.,25,20191118,022449
644727576,173341,Comcast Corporation,25,20191118,003226
644727576,1243641,"Comcast Cable Communications, LLC",25,20191118,066704
644727620,377732,Volkswagen AG,25,20191118,100737
644727620,4217234,"Volkswagen Group of America, Inc.",25,20191118,
644733323,877066,LG Electronics Inc.,25,20191118,251303
644733323,4238281,"LG Electronics U.S.A., Inc.",25,20191118,
644733323,5496341,"LG Innotek Co., Ltd.",25,20191118,289371
644733323,28322013,Optrontec Inc.,25,20191118,273359
644734299,598689,TELUS Corporation,25,20191118,002408
644734299,434078064,Wi-LAN Inc.,25,20191118,
644749413,206942605,Teleste Limited,25,20191118,
644750607,30467869,USP Group Limited,25,20191118,282471
644751432,136879509,Teknoserv Engineering Sdn. Bhd.,25,20191113,
644752675,28543927,Bloom Energy Corporation,25,20191118,033668
644765068,723372,Voip-Pal.com Inc.,25,20191118,125996
644781140,21960751,Duta Skyline Sdn Bhd,25,20191113,
644781140,611362036,Amazing Symphony Sdn. Bhd,25,20191113,
